trialN	riskCtrl	riskRx	nonSig	RxHarm	RxBenefit
40	0.39	0.18	782614	102	217284
40	0.39	0.17	759515	70	240415
40	0.39	0.16	733618	44	266338
40	0.39	0.15	705286	35	294679
40	0.39	0.14	675947	24	324029
40	0.39	0.13	643925	16	356059
40	0.39	0.12	609437	7	390556
40	0.39	0.11	572804	8	427188
40	0.39	0.1	534850	6	465144
40	0.39	0.09	493457	2	506541
40	0.39	0.08	449461	1	550538
40	0.39	0.07	403339	3	596658
40	0.39	0.06	356508	0	643492
40	0.39	0.05	307281	0	692719
40	0.39	0.04	257818	0	742182
40	0.39	0.03	206232	0	793768
40	0.39	0.02	155978	0	844022
40	0.39	0.01	106761	0	893239
40	0.4	0.4	976102	11858	12040
40	0.4	0.39	975851	10172	13977
40	0.4	0.38	974847	8404	16749
40	0.4	0.37	973122	7195	19683
40	0.4	0.36	970490	6098	23412
40	0.4	0.35	967886	4956	27158
40	0.4	0.34	964071	4267	31662
40	0.4	0.33	959778	3482	36740
40	0.4	0.32	954461	2767	42772
40	0.4	0.31	948175	2372	49453
40	0.4	0.3	941192	1805	57003
40	0.4	0.29	933442	1489	65069
40	0.4	0.28	924687	1239	74074
40	0.4	0.27	914832	913	84255
40	0.4	0.26	903590	732	95678
40	0.4	0.25	890661	580	108759
40	0.4	0.24	877242	427	122331
40	0.4	0.23	862034	314	137652
40	0.4	0.22	845434	230	154336
40	0.4	0.21	827364	159	172477
40	0.4	0.2	807961	136	191903
40	0.4	0.19	786542	102	213356
40	0.4	0.18	762556	68	237376
40	0.4	0.17	738614	46	261340
40	0.4	0.16	710884	33	289083
40	0.4	0.15	683528	21	316451
40	0.4	0.14	651736	11	348253
40	0.4	0.13	619050	6	380944
40	0.4	0.12	583751	10	416239
40	0.4	0.11	547433	5	452562
40	0.4	0.1	509075	4	490921
40	0.4	0.09	466881	0	533119
40	0.4	0.08	423531	1	576468
40	0.4	0.07	379299	0	620701
40	0.4	0.06	331982	0	668018
40	0.4	0.05	284631	0	715369
40	0.4	0.04	235387	0	764613
40	0.4	0.03	186974	0	813026
40	0.4	0.02	139060	0	860940
40	0.4	0.01	93031	0	906969
40	0.41	0.41	976780	11547	11673
40	0.41	0.4	976145	9940	13915
40	0.41	0.39	975353	8345	16302
40	0.41	0.38	973228	7189	19583
40	0.41	0.37	971122	6087	22791
40	0.41	0.36	968665	4970	26365
40	0.41	0.35	964778	4145	31077
40	0.41	0.34	960576	3371	36053
40	0.41	0.33	955122	2859	42019
40	0.41	0.32	949042	2338	48620
40	0.41	0.31	941703	1878	56419
40	0.41	0.3	934434	1567	63999
40	0.41	0.29	925407	1231	73362
40	0.41	0.28	915405	1012	83583
40	0.41	0.27	903741	789	95470
40	0.41	0.26	892161	569	107270
40	0.41	0.25	878864	451	120685
40	0.41	0.24	863610	346	136044
40	0.41	0.23	847653	266	152081
40	0.41	0.22	829826	186	169988
40	0.41	0.21	810321	127	189552
40	0.41	0.2	789284	97	210619
40	0.41	0.19	766133	74	233793
40	0.41	0.18	742051	53	257896
40	0.41	0.17	715825	43	284132
40	0.41	0.16	688271	35	311694
40	0.41	0.15	658073	20	341907
40	0.41	0.14	625732	15	374253
40	0.41	0.13	593763	10	406227
40	0.41	0.12	557849	7	442144
40	0.41	0.11	520144	5	479851
40	0.41	0.1	480945	6	519049
40	0.41	0.09	440215	1	559784
40	0.41	0.08	396765	2	603233
40	0.41	0.07	352542	0	647458
40	0.41	0.06	307051	0	692949
40	0.41	0.05	260879	0	739121
40	0.41	0.04	214124	0	785876
40	0.41	0.03	168219	0	831781
40	0.41	0.02	122888	0	877112
40	0.41	0.01	80765	0	919235
40	0.42	0.42	977292	11509	11199
40	0.42	0.41	976567	9686	13747
40	0.42	0.4	975519	8375	16106
40	0.42	0.39	974189	6909	18902
40	0.42	0.38	971777	5910	22313
40	0.42	0.37	968707	5081	26212
40	0.42	0.36	965261	4168	30571
40	0.42	0.35	960928	3514	35558
40	0.42	0.34	955787	2841	41372
40	0.42	0.33	949883	2327	47790
40	0.42	0.32	943073	1912	55015
40	0.42	0.31	935132	1514	63354
40	0.42	0.3	926599	1286	72115
40	0.42	0.29	916450	1006	82544
40	0.42	0.28	905540	801	93659
40	0.42	0.27	893751	662	105587
40	0.42	0.26	880532	454	119014
40	0.42	0.25	866177	364	133459
40	0.42	0.24	849561	289	150150
40	0.42	0.23	832389	198	167413
40	0.42	0.22	812337	149	187514
40	0.42	0.21	792610	104	207286
40	0.42	0.2	770477	87	229436
40	0.42	0.19	746564	73	253363
40	0.42	0.18	721910	56	278034
40	0.42	0.17	693522	33	306445
40	0.42	0.16	665519	19	334462
40	0.42	0.15	634530	22	365448
40	0.42	0.14	601470	16	398514
40	0.42	0.13	567353	8	432639
40	0.42	0.12	532374	4	467622
40	0.42	0.11	493907	2	506091
40	0.42	0.1	455870	1	544129
40	0.42	0.09	414624	1	585375
40	0.42	0.08	372303	1	627696
40	0.42	0.07	328750	0	671250
40	0.42	0.06	283964	0	716036
40	0.42	0.05	240482	0	759518
40	0.42	0.04	196197	0	803803
40	0.42	0.03	151811	0	848189
40	0.42	0.02	110016	0	889984
40	0.42	0.01	69860	0	930140
40	0.43	0.43	977578	11222	11200
40	0.43	0.42	977330	9426	13244
40	0.43	0.41	976260	8064	15676
40	0.43	0.4	974509	6949	18542
40	0.43	0.39	972208	5890	21902
40	0.43	0.38	969522	4759	25719
40	0.43	0.37	965798	4155	30047
40	0.43	0.36	961129	3465	35406
40	0.43	0.35	956531	2804	40665
40	0.43	0.34	950728	2295	46977
40	0.43	0.33	944210	1790	54000
40	0.43	0.32	936817	1507	61676
40	0.43	0.31	927707	1291	71002
40	0.43	0.3	918233	982	80785
40	0.43	0.29	907329	780	91891
40	0.43	0.28	895190	662	104148
40	0.43	0.27	881652	451	117897
40	0.43	0.26	867516	391	132093
40	0.43	0.25	851608	263	148129
40	0.43	0.24	833989	224	165787
40	0.43	0.23	815276	157	184567
40	0.43	0.22	795285	114	204601
40	0.43	0.21	773281	94	226625
40	0.43	0.2	749853	57	250090
40	0.43	0.19	725214	33	274753
40	0.43	0.18	697978	34	301988
40	0.43	0.17	670218	24	329758
40	0.43	0.16	640377	11	359612
40	0.43	0.15	609058	9	390933
40	0.43	0.14	576173	4	423823
40	0.43	0.13	540937	6	459057
40	0.43	0.12	505087	5	494908
40	0.43	0.11	466973	3	533024
40	0.43	0.1	427706	2	572292
40	0.43	0.09	388740	0	611260
40	0.43	0.08	346895	0	653105
40	0.43	0.07	304733	1	695266
40	0.43	0.06	262572	0	737428
40	0.43	0.05	219655	0	780345
40	0.43	0.04	176492	0	823508
40	0.43	0.03	135951	0	864049
40	0.43	0.02	96214	0	903786
40	0.43	0.01	60211	0	939789
40	0.44	0.44	977901	10949	11150
40	0.44	0.43	977645	9313	13042
40	0.44	0.42	976449	7889	15662
40	0.44	0.41	975011	6686	18303
40	0.44	0.4	972545	5812	21643
40	0.44	0.39	969982	4731	25287
40	0.44	0.38	966597	4035	29368
40	0.44	0.37	962589	3370	34041
40	0.44	0.36	957158	2802	40040
40	0.44	0.35	951841	2360	45799
40	0.44	0.34	944975	1799	53226
40	0.44	0.33	936928	1583	61489
40	0.44	0.32	928837	1262	69901
40	0.44	0.31	919326	995	79679
40	0.44	0.3	908584	827	90589
40	0.44	0.29	897128	673	102199
40	0.44	0.28	884180	483	115337
40	0.44	0.27	869345	400	130255
40	0.44	0.26	853251	281	146468
40	0.44	0.25	836115	221	163664
40	0.44	0.24	817442	182	182376
40	0.44	0.23	798057	129	201814
40	0.44	0.22	776462	93	223445
40	0.44	0.21	753479	60	246461
40	0.44	0.2	728667	62	271271
40	0.44	0.19	702844	38	297118
40	0.44	0.18	674656	20	325324
40	0.44	0.17	645817	16	354167
40	0.44	0.16	614852	13	385135
40	0.44	0.15	582633	5	417362
40	0.44	0.14	549187	5	450808
40	0.44	0.13	514140	7	485853
40	0.44	0.12	478180	1	521819
40	0.44	0.11	440416	0	559584
40	0.44	0.1	402679	0	597321
40	0.44	0.09	363174	1	636825
40	0.44	0.08	322958	1	677041
40	0.44	0.07	281458	0	718542
40	0.44	0.06	240995	0	759005
40	0.44	0.05	199893	0	800107
40	0.44	0.04	159971	0	840029
40	0.44	0.03	121080	0	878920
40	0.44	0.02	84774	0	915226
40	0.44	0.01	51572	0	948428
40	0.45	0.45	978102	11021	10877
40	0.45	0.44	978203	9218	12579
40	0.45	0.43	976855	7943	15202
40	0.45	0.42	975414	6690	17896
40	0.45	0.41	973447	5566	20987
40	0.45	0.4	970656	4828	24516
40	0.45	0.39	967230	3931	28839
40	0.45	0.38	963344	3290	33366
40	0.45	0.37	958589	2791	38620
40	0.45	0.36	952604	2298	45098
40	0.45	0.35	945981	1877	52142
40	0.45	0.34	938372	1579	60049
40	0.45	0.33	930325	1255	68420
40	0.45	0.32	920822	1026	78152
40	0.45	0.31	910046	847	89107
40	0.45	0.3	898547	673	100780
40	0.45	0.29	886066	508	113426
40	0.45	0.28	871218	386	128396
40	0.45	0.27	855920	311	143769
40	0.45	0.26	839303	252	160445
40	0.45	0.25	820970	195	178835
40	0.45	0.24	801822	150	198028
40	0.45	0.23	779396	95	220509
40	0.45	0.22	757431	68	242501
40	0.45	0.21	732808	53	267139
40	0.45	0.2	706935	40	293025
40	0.45	0.19	679824	28	320148
40	0.45	0.18	651309	22	348669
40	0.45	0.17	620128	15	379857
40	0.45	0.16	589793	12	410195
40	0.45	0.15	556770	9	443221
40	0.45	0.14	523251	2	476747
40	0.45	0.13	487728	1	512271
40	0.45	0.12	451407	2	548591
40	0.45	0.11	414491	1	585508
40	0.45	0.1	376645	0	623355
40	0.45	0.09	337744	0	662256
40	0.45	0.08	299654	0	700346
40	0.45	0.07	259246	0	740754
40	0.45	0.06	220672	0	779328
40	0.45	0.05	181568	0	818432
40	0.45	0.04	144302	0	855698
40	0.45	0.03	107897	0	892103
40	0.45	0.02	74166	0	925834
40	0.45	0.01	44114	0	955886
40	0.46	0.46	978849	10635	10516
40	0.46	0.45	978375	9051	12574
40	0.46	0.44	977323	7768	14909
40	0.46	0.43	975834	6592	17574
40	0.46	0.42	973875	5570	20555
40	0.46	0.41	971153	4639	24208
40	0.46	0.4	967995	3914	28091
40	0.46	0.39	963548	3283	33169
40	0.46	0.38	959134	2717	38149
40	0.46	0.37	953489	2261	44250
40	0.46	0.36	947289	1909	50802
40	0.46	0.35	939839	1607	58554
40	0.46	0.34	931848	1257	66895
40	0.46	0.33	922573	1020	76407
40	0.46	0.32	911774	803	87423
40	0.46	0.31	900248	653	99099
40	0.46	0.3	887446	487	112067
40	0.46	0.29	873482	381	126137
40	0.46	0.28	859061	291	140648
40	0.46	0.27	841426	212	158362
40	0.46	0.26	824261	177	175562
40	0.46	0.25	804450	143	195407
40	0.46	0.24	783238	117	216645
40	0.46	0.23	760850	90	239060
40	0.46	0.22	737536	59	262405
40	0.46	0.21	711573	37	288390
40	0.46	0.2	685415	34	314551
40	0.46	0.19	656371	19	343610
40	0.46	0.18	626996	14	372990
40	0.46	0.17	596910	6	403084
40	0.46	0.16	563902	6	436092
40	0.46	0.15	530873	1	469126
40	0.46	0.14	496328	4	503668
40	0.46	0.13	461505	2	538493
40	0.46	0.12	425496	4	574500
40	0.46	0.11	388946	0	611054
40	0.46	0.1	351774	0	648226
40	0.46	0.09	314098	0	685902
40	0.46	0.08	276465	0	723535
40	0.46	0.07	238735	0	761265
40	0.46	0.06	200757	1	799242
40	0.46	0.05	164129	0	835871
40	0.46	0.04	129267	0	870733
40	0.46	0.03	95658	0	904342
40	0.46	0.02	64828	0	935172
40	0.46	0.01	37768	0	962232
40	0.47	0.47	979134	10554	10312
40	0.47	0.46	978991	8874	12135
40	0.47	0.45	977885	7550	14565
40	0.47	0.44	976418	6418	17164
40	0.47	0.43	974270	5427	20303
40	0.47	0.42	971746	4525	23729
40	0.47	0.41	968578	3806	27616
40	0.47	0.4	964330	3143	32527
40	0.47	0.39	960452	2654	36894
40	0.47	0.38	954488	2310	43202
40	0.47	0.37	948483	1861	49656
40	0.47	0.36	941414	1525	57061
40	0.47	0.35	933610	1209	65181
40	0.47	0.34	924363	953	74684
40	0.47	0.33	913602	806	85592
40	0.47	0.32	902181	627	97192
40	0.47	0.31	890168	596	109236
40	0.47	0.3	876203	437	123360
40	0.47	0.29	861684	335	137981
40	0.47	0.28	844696	245	155059
40	0.47	0.27	827302	186	172512
40	0.47	0.26	807789	145	192066
40	0.47	0.25	786908	119	212973
40	0.47	0.24	765073	94	234833
40	0.47	0.23	741520	50	258430
40	0.47	0.22	716187	49	283764
40	0.47	0.21	689986	39	309975
40	0.47	0.2	661741	20	338239
40	0.47	0.19	632666	16	367318
40	0.47	0.18	602199	8	397793
40	0.47	0.17	570548	5	429447
40	0.47	0.16	537936	9	462055
40	0.47	0.15	504800	2	495198
40	0.47	0.14	469576	0	530424
40	0.47	0.13	434334	1	565665
40	0.47	0.12	399904	2	600094
40	0.47	0.11	363322	0	636678
40	0.47	0.1	327054	1	672945
40	0.47	0.09	289966	0	710034
40	0.47	0.08	253680	0	746320
40	0.47	0.07	217556	0	782444
40	0.47	0.06	183210	0	816790
40	0.47	0.05	148624	0	851376
40	0.47	0.04	115494	0	884506
40	0.47	0.03	84644	0	915356
40	0.47	0.02	56480	0	943520
40	0.47	0.01	32023	0	967977
40	0.48	0.48	979134	10485	10381
40	0.48	0.47	978908	8784	12308
40	0.48	0.46	978123	7471	14406
40	0.48	0.45	976403	6463	17134
40	0.48	0.44	974747	5328	19925
40	0.48	0.43	972417	4438	23145
40	0.48	0.42	968809	3716	27475
40	0.48	0.41	964952	3274	31774
40	0.48	0.4	960702	2631	36667
40	0.48	0.39	955544	2105	42351
40	0.48	0.38	949181	1830	48989
40	0.48	0.37	942056	1455	56489
40	0.48	0.36	934258	1218	64524
40	0.48	0.35	925454	991	73555
40	0.48	0.34	915076	791	84133
40	0.48	0.33	904530	663	94807
40	0.48	0.32	891774	482	107744
40	0.48	0.31	878831	408	120761
40	0.48	0.3	863445	347	136208
40	0.48	0.29	847690	239	152071
40	0.48	0.28	830178	160	169662
40	0.48	0.27	811570	126	188304
40	0.48	0.26	790221	119	209660
40	0.48	0.25	769354	75	230571
40	0.48	0.24	745224	57	254719
40	0.48	0.23	721047	44	278909
40	0.48	0.22	693931	33	306036
40	0.48	0.21	667016	17	332967
40	0.48	0.2	638274	18	361708
40	0.48	0.19	607997	11	391992
40	0.48	0.18	576852	11	423137
40	0.48	0.17	545096	4	454900
40	0.48	0.16	512301	6	487693
40	0.48	0.15	478218	3	521779
40	0.48	0.14	444028	2	555970
40	0.48	0.13	408690	1	591309
40	0.48	0.12	373814	0	626186
40	0.48	0.11	338050	0	661950
40	0.48	0.1	302664	0	697336
40	0.48	0.09	267725	0	732275
40	0.48	0.08	232200	0	767800
40	0.48	0.07	198212	0	801788
40	0.48	0.06	164813	0	835187
40	0.48	0.05	132995	0	867005
40	0.48	0.04	102552	0	897448
40	0.48	0.03	74626	0	925374
40	0.48	0.02	48632	0	951368
40	0.48	0.01	27073	0	972927
40	0.49	0.49	979527	10192	10281
40	0.49	0.48	979076	8745	12179
40	0.49	0.47	978392	7211	14397
40	0.49	0.46	976869	6242	16889
40	0.49	0.45	975068	5228	19704
40	0.49	0.44	972717	4304	22979
40	0.49	0.43	969910	3577	26513
40	0.49	0.42	965940	3031	31029
40	0.49	0.41	961226	2630	36144
40	0.49	0.4	956347	2042	41611
40	0.49	0.39	950214	1829	47957
40	0.49	0.38	943562	1398	55040
40	0.49	0.37	935545	1120	63335
40	0.49	0.36	927060	912	72028
40	0.49	0.35	917524	725	81751
40	0.49	0.34	906606	590	92804
40	0.49	0.33	894298	491	105211
40	0.49	0.32	880699	418	118883
40	0.49	0.31	866945	293	132762
40	0.49	0.3	850726	242	149032
40	0.49	0.29	833294	185	166521
40	0.49	0.28	814831	164	185005
40	0.49	0.27	795114	121	204765
40	0.49	0.26	773368	81	226551
40	0.49	0.25	750667	74	249259
40	0.49	0.24	725441	42	274517
40	0.49	0.23	699356	41	300603
40	0.49	0.22	672168	20	327812
40	0.49	0.21	643985	20	355995
40	0.49	0.2	614471	12	385517
40	0.49	0.19	583974	12	416014
40	0.49	0.18	552022	6	447972
40	0.49	0.17	519782	5	480213
40	0.49	0.16	486361	2	513637
40	0.49	0.15	452283	1	547716
40	0.49	0.14	418161	0	581839
40	0.49	0.13	383752	1	616247
40	0.49	0.12	348507	0	651493
40	0.49	0.11	314252	0	685748
40	0.49	0.1	279394	0	720606
40	0.49	0.09	245628	0	754372
40	0.49	0.08	213204	0	786796
40	0.49	0.07	179841	0	820159
40	0.49	0.06	149018	0	850982
40	0.49	0.05	119107	0	880893
40	0.49	0.04	90636	0	909364
40	0.49	0.03	65007	0	934993
40	0.49	0.02	41829	0	958171
40	0.49	0.01	22532	0	977468
40	0.5	0.5	979695	10072	10233
40	0.5	0.49	979285	8698	12017
40	0.5	0.48	978459	7168	14373
40	0.5	0.47	977046	6220	16734
40	0.5	0.46	975393	5205	19402
40	0.5	0.45	972820	4364	22816
40	0.5	0.44	970239	3508	26253
40	0.5	0.43	966252	2985	30763
40	0.5	0.42	961949	2490	35561
40	0.5	0.41	957058	2071	40871
40	0.5	0.4	951113	1664	47223
40	0.5	0.39	944756	1391	53853
40	0.5	0.38	937133	1104	61763
40	0.5	0.37	928497	956	70547
40	0.5	0.36	919268	764	79968
40	0.5	0.35	907778	603	91619
40	0.5	0.34	896202	490	103308
40	0.5	0.33	883262	408	116330
40	0.5	0.32	869279	304	130417
40	0.5	0.31	853974	257	145769
40	0.5	0.3	836832	200	162968
40	0.5	0.29	817994	158	181848
40	0.5	0.28	798892	126	200982
40	0.5	0.27	777765	89	222146
40	0.5	0.26	755088	65	244847
40	0.5	0.25	730200	50	269750
40	0.5	0.24	705101	31	294868
40	0.5	0.23	678911	26	321063
40	0.5	0.22	650753	20	349227
40	0.5	0.21	621265	11	378724
40	0.5	0.2	590412	12	409576
40	0.5	0.19	559526	7	440467
40	0.5	0.18	527188	4	472808
40	0.5	0.17	493588	2	506410
40	0.5	0.16	460543	1	539456
40	0.5	0.15	426101	1	573898
40	0.5	0.14	392323	1	607676
40	0.5	0.13	358364	0	641636
40	0.5	0.12	324846	1	675153
40	0.5	0.11	289840	0	710160
40	0.5	0.1	257833	0	742167
40	0.5	0.09	225519	0	774481
40	0.5	0.08	193332	0	806668
40	0.5	0.07	162775	0	837225
40	0.5	0.06	133448	0	866552
40	0.5	0.05	105644	0	894356
40	0.5	0.04	80305	0	919695
40	0.5	0.03	56845	0	943155
40	0.5	0.02	36005	0	963995
40	0.5	0.01	18801	0	981199
50	0.03	0.03	999916	37	47
50	0.03	0.02	999944	8	48
50	0.03	0.01	999932	0	68
50	0.04	0.04	999703	150	147
50	0.04	0.03	999785	30	185
50	0.04	0.02	999748	3	249
50	0.04	0.01	999694	0	306
50	0.05	0.05	999229	381	390
50	0.05	0.04	999371	143	486
50	0.05	0.03	999348	23	629
50	0.05	0.02	999192	1	807
50	0.05	0.01	999015	0	985
50	0.06	0.06	998286	895	819
50	0.06	0.05	998623	313	1064
50	0.06	0.04	998585	103	1312
50	0.06	0.03	998376	11	1613
50	0.06	0.02	998015	1	1984
50	0.06	0.01	997524	0	2476
50	0.07	0.07	997036	1517	1447
50	0.07	0.06	997537	628	1835
50	0.07	0.05	997451	254	2295
50	0.07	0.04	997130	65	2805
50	0.07	0.03	996487	9	3504
50	0.07	0.02	995638	2	4360
50	0.07	0.01	994637	0	5363
50	0.08	0.08	995446	2302	2252
50	0.08	0.07	996100	1140	2760
50	0.08	0.06	995979	521	3500
50	0.08	0.05	995383	172	4445
50	0.08	0.04	994474	58	5468
50	0.08	0.03	993243	11	6746
50	0.08	0.02	991739	1	8260
50	0.08	0.01	989998	0	10002
50	0.09	0.09	993454	3240	3306
50	0.09	0.08	993978	1869	4153
50	0.09	0.07	993960	908	5132
50	0.09	0.06	993217	421	6362
50	0.09	0.05	992049	160	7791
50	0.09	0.04	990402	45	9553
50	0.09	0.03	988199	9	11792
50	0.09	0.02	985640	0	14360
50	0.09	0.01	982516	0	17484
50	0.1	0.1	991100	4471	4429
50	0.1	0.09	991927	2671	5402
50	0.1	0.08	991779	1424	6797
50	0.1	0.07	990752	769	8479
50	0.1	0.06	989257	330	10413
50	0.1	0.05	986949	119	12932
50	0.1	0.04	984308	28	15664
50	0.1	0.03	981108	10	18882
50	0.1	0.02	976993	0	23007
50	0.1	0.01	972411	0	27589
50	0.11	0.11	988934	5571	5495
50	0.11	0.1	989634	3450	6916
50	0.11	0.09	989189	2020	8791
50	0.11	0.08	988095	1155	10750
50	0.11	0.07	986003	584	13413
50	0.11	0.06	983473	253	16274
50	0.11	0.05	979814	92	20094
50	0.11	0.04	975841	25	24134
50	0.11	0.03	970698	4	29298
50	0.11	0.02	964838	1	35161
50	0.11	0.01	957902	0	42098
50	0.12	0.12	986723	6708	6569
50	0.12	0.11	987076	4414	8510
50	0.12	0.1	986790	2729	10481
50	0.12	0.09	985437	1600	12963
50	0.12	0.08	983110	945	15945
50	0.12	0.07	979996	468	19536
50	0.12	0.06	975897	237	23866
50	0.12	0.05	970964	59	28977
50	0.12	0.04	965057	23	34920
50	0.12	0.03	957555	6	42439
50	0.12	0.02	949356	1	50643
50	0.12	0.01	939721	0	60279
50	0.13	0.13	984460	7832	7708
50	0.13	0.12	985053	5397	9550
50	0.13	0.11	984371	3605	12024
50	0.13	0.1	983024	2231	14745
50	0.13	0.09	980457	1282	18261
50	0.13	0.08	976743	724	22533
50	0.13	0.07	971999	399	27602
50	0.13	0.06	966349	133	33518
50	0.13	0.05	959363	67	40570
50	0.13	0.04	950957	15	49028
50	0.13	0.03	941670	2	58328
50	0.13	0.02	930366	0	69634
50	0.13	0.01	917818	0	82182
50	0.14	0.14	982605	8665	8730
50	0.14	0.13	982786	6240	10974
50	0.14	0.12	982272	4148	13580
50	0.14	0.11	980244	2744	17012
50	0.14	0.1	977540	1706	20754
50	0.14	0.09	973396	1041	25563
50	0.14	0.08	968301	536	31163
50	0.14	0.07	962226	287	37487
50	0.14	0.06	953726	124	46150
50	0.14	0.05	945089	38	54873
50	0.14	0.04	934025	15	65960
50	0.14	0.03	921527	4	78469
50	0.14	0.02	907244	0	92756
50	0.14	0.01	891217	0	108783
50	0.15	0.15	980804	9544	9652
50	0.15	0.14	981273	6893	11834
50	0.15	0.13	980342	4870	14788
50	0.15	0.12	978439	3378	18183
50	0.15	0.11	975149	2215	22636
50	0.15	0.1	970748	1399	27853
50	0.15	0.09	965477	751	33772
50	0.15	0.08	958415	453	41132
50	0.15	0.07	950044	236	49720
50	0.15	0.06	940000	105	59895
50	0.15	0.05	927769	36	72195
50	0.15	0.04	914227	13	85760
50	0.15	0.03	898488	1	101511
50	0.15	0.02	880787	0	119213
50	0.15	0.01	861018	0	138982
50	0.16	0.16	979608	10154	10238
50	0.16	0.15	979759	7632	12609
50	0.16	0.14	978595	5587	15818
50	0.16	0.13	976632	3849	19519
50	0.16	0.12	973319	2577	24104
50	0.16	0.11	968835	1720	29445
50	0.16	0.1	962614	1067	36319
50	0.16	0.09	955777	599	43624
50	0.16	0.08	945878	374	53748
50	0.16	0.07	935766	211	64023
50	0.16	0.06	922631	72	77297
50	0.16	0.05	907974	28	91998
50	0.16	0.04	891512	6	108482
50	0.16	0.03	871791	4	128205
50	0.16	0.02	850466	0	149534
50	0.16	0.01	826144	0	173856
50	0.17	0.17	979021	10343	10636
50	0.17	0.16	978901	7921	13178
50	0.17	0.15	977790	5941	16269
50	0.17	0.14	975295	4269	20436
50	0.17	0.13	971613	3018	25369
50	0.17	0.12	966941	2022	31037
50	0.17	0.11	960908	1314	37778
50	0.17	0.1	953147	851	46002
50	0.17	0.09	943789	461	55750
50	0.17	0.08	932373	241	67386
50	0.17	0.07	919064	114	80822
50	0.17	0.06	903121	64	96815
50	0.17	0.05	885672	12	114316
50	0.17	0.04	864845	4	135151
50	0.17	0.03	841591	2	158407
50	0.17	0.02	816257	0	183743
50	0.17	0.01	787978	0	212022
50	0.18	0.18	978453	10792	10755
50	0.18	0.17	977747	8647	13606
50	0.18	0.16	976714	6319	16967
50	0.18	0.15	974361	4741	20898
50	0.18	0.14	970661	3377	25962
50	0.18	0.13	965918	2357	31725
50	0.18	0.12	959409	1585	39006
50	0.18	0.11	951363	1033	47604
50	0.18	0.1	942281	636	57083
50	0.18	0.09	930182	352	69466
50	0.18	0.08	916453	222	83325
50	0.18	0.07	899671	88	100241
50	0.18	0.06	881597	40	118363
50	0.18	0.05	860245	9	139746
50	0.18	0.04	835781	3	164216
50	0.18	0.03	808631	1	191368
50	0.18	0.02	778813	1	221186
50	0.18	0.01	746808	0	253192
50	0.19	0.19	978169	10779	11052
50	0.19	0.18	977377	8530	14093
50	0.19	0.17	976358	6617	17025
50	0.19	0.16	973549	4949	21502
50	0.19	0.15	970029	3649	26322
50	0.19	0.14	964664	2723	32613
50	0.19	0.13	958685	1881	39434
50	0.19	0.12	950696	1255	48049
50	0.19	0.11	940665	816	58519
50	0.19	0.1	928800	508	70692
50	0.19	0.09	914844	269	84887
50	0.19	0.08	897885	150	101965
50	0.19	0.07	879163	61	120776
50	0.19	0.06	857197	27	142776
50	0.19	0.05	832183	15	167802
50	0.19	0.04	804049	3	195948
50	0.19	0.03	773589	0	226411
50	0.19	0.02	739941	0	260059
50	0.19	0.01	703800	0	296200
50	0.2	0.2	977798	11124	11078
50	0.2	0.19	977432	8694	13874
50	0.2	0.18	975975	6776	17249
50	0.2	0.17	973399	5192	21409
50	0.2	0.16	970034	3945	26021
50	0.2	0.15	964672	2808	32520
50	0.2	0.14	958152	2072	39776
50	0.2	0.13	950146	1413	48441
50	0.2	0.12	940158	973	58869
50	0.2	0.11	927825	582	71593
50	0.2	0.1	914167	352	85481
50	0.2	0.09	897736	221	102043
50	0.2	0.08	878222	122	121656
50	0.2	0.07	856329	63	143608
50	0.2	0.06	830590	27	169383
50	0.2	0.05	801958	8	198034
50	0.2	0.04	769895	1	230104
50	0.2	0.03	735386	0	264614
50	0.2	0.02	697128	0	302872
50	0.2	0.01	657412	0	342588
50	0.21	0.21	977868	11035	11097
50	0.21	0.2	977299	8854	13847
50	0.21	0.19	975677	7125	17198
50	0.21	0.18	973347	5434	21219
50	0.21	0.17	969244	4131	26625
50	0.21	0.16	964924	3100	31976
50	0.21	0.15	958289	2346	39365
50	0.21	0.14	950516	1610	47874
50	0.21	0.13	940535	1133	58332
50	0.21	0.12	929185	749	70066
50	0.21	0.11	914486	498	85016
50	0.21	0.1	897929	291	101780
50	0.21	0.09	879075	190	120735
50	0.21	0.08	856828	74	143098
50	0.21	0.07	830377	42	169581
50	0.21	0.06	802305	21	197674
50	0.21	0.05	769927	10	230063
50	0.21	0.04	734725	1	265274
50	0.21	0.03	695042	0	304958
50	0.21	0.02	654213	0	345787
50	0.21	0.01	611248	0	388752
50	0.22	0.22	978011	10901	11088
50	0.22	0.21	977217	8880	13903
50	0.22	0.2	975809	6957	17234
50	0.22	0.19	973309	5540	21151
