trialN	riskCtrl	riskRx	nonSig	RxHarm	RxBenefit
400	0.47	0.02	0	0	1000000
400	0.47	0.01	0	0	1000000
400	0.48	0.48	959677	20184	20139
400	0.48	0.47	955610	12305	32085
400	0.48	0.46	944102	7112	48786
400	0.48	0.45	923117	4003	72880
400	0.48	0.44	893182	2041	104777
400	0.48	0.43	853349	1095	145556
400	0.48	0.42	803007	589	196404
400	0.48	0.41	742975	264	256761
400	0.48	0.4	674277	112	325611
400	0.48	0.39	598522	65	401413
400	0.48	0.38	518430	21	481549
400	0.48	0.37	437089	5	562906
400	0.48	0.36	357859	4	642137
400	0.48	0.35	282824	1	717175
400	0.48	0.34	217816	2	782182
400	0.48	0.33	159945	0	840055
400	0.48	0.32	113215	0	886785
400	0.48	0.31	76647	0	923353
400	0.48	0.3	49729	0	950271
400	0.48	0.29	30772	0	969228
400	0.48	0.28	17942	0	982058
400	0.48	0.27	9960	0	990040
400	0.48	0.26	5211	0	994789
400	0.48	0.25	2687	0	997313
400	0.48	0.24	1214	0	998786
400	0.48	0.23	562	0	999438
400	0.48	0.22	234	0	999766
400	0.48	0.21	79	0	999921
400	0.48	0.2	33	0	999967
400	0.48	0.19	9	0	999991
400	0.48	0.18	4	0	999996
400	0.48	0.17	0	0	1000000
400	0.48	0.16	0	0	1000000
400	0.48	0.15	0	0	1000000
400	0.48	0.14	0	0	1000000
400	0.48	0.13	0	0	1000000
400	0.48	0.12	0	0	1000000
400	0.48	0.11	0	0	1000000
400	0.48	0.1	0	0	1000000
400	0.48	0.09	0	0	1000000
400	0.48	0.08	0	0	1000000
400	0.48	0.07	0	0	1000000
400	0.48	0.06	0	0	1000000
400	0.48	0.05	0	0	1000000
400	0.48	0.04	0	0	1000000
400	0.48	0.03	0	0	1000000
400	0.48	0.02	0	0	1000000
400	0.48	0.01	0	0	1000000
400	0.49	0.49	959712	20067	20221
400	0.49	0.48	956091	12143	31766
400	0.49	0.47	943679	7178	49143
400	0.49	0.46	922819	4062	73119
400	0.49	0.45	892928	2121	104951
400	0.49	0.44	852748	1091	146161
400	0.49	0.43	802972	575	196453
400	0.49	0.42	742779	276	256945
400	0.49	0.41	673983	111	325906
400	0.49	0.4	599365	59	400576
400	0.49	0.39	519947	20	480033
400	0.49	0.38	438138	10	561852
400	0.49	0.37	359898	1	640101
400	0.49	0.36	285682	2	714316
400	0.49	0.35	219505	0	780495
400	0.49	0.34	162512	0	837488
400	0.49	0.33	116845	0	883155
400	0.49	0.32	79619	0	920381
400	0.49	0.31	52469	0	947531
400	0.49	0.3	32457	0	967543
400	0.49	0.29	19287	0	980713
400	0.49	0.28	10990	0	989010
400	0.49	0.27	5972	0	994028
400	0.49	0.26	2966	0	997034
400	0.49	0.25	1463	0	998537
400	0.49	0.24	616	0	999384
400	0.49	0.23	278	0	999722
400	0.49	0.22	113	0	999887
400	0.49	0.21	42	0	999958
400	0.49	0.2	13	0	999987
400	0.49	0.19	2	0	999998
400	0.49	0.18	2	0	999998
400	0.49	0.17	0	0	1000000
400	0.49	0.16	0	0	1000000
400	0.49	0.15	0	0	1000000
400	0.49	0.14	0	0	1000000
400	0.49	0.13	0	0	1000000
400	0.49	0.12	0	0	1000000
400	0.49	0.11	0	0	1000000
400	0.49	0.1	0	0	1000000
400	0.49	0.09	0	0	1000000
400	0.49	0.08	0	0	1000000
400	0.49	0.07	0	0	1000000
400	0.49	0.06	0	0	1000000
400	0.49	0.05	0	0	1000000
400	0.49	0.04	0	0	1000000
400	0.49	0.03	0	0	1000000
400	0.49	0.02	0	0	1000000
400	0.49	0.01	0	0	1000000
400	0.5	0.5	960197	19939	19864
400	0.5	0.49	955866	12244	31890
400	0.5	0.48	943612	7184	49204
400	0.5	0.47	922629	3977	73394
400	0.5	0.46	892764	2159	105077
400	0.5	0.45	852999	1119	145882
400	0.5	0.44	803210	539	196251
400	0.5	0.43	741972	289	257739
400	0.5	0.42	672948	125	326927
400	0.5	0.41	599062	56	400882
400	0.5	0.4	518855	18	481127
400	0.5	0.39	438431	5	561564
400	0.5	0.38	359672	2	640326
400	0.5	0.37	286658	1	713341
400	0.5	0.36	220494	1	779505
400	0.5	0.35	164574	0	835426
400	0.5	0.34	117649	0	882351
400	0.5	0.33	81236	0	918764
400	0.5	0.32	53825	0	946175
400	0.5	0.31	33914	0	966086
400	0.5	0.3	20274	0	979726
400	0.5	0.29	11488	0	988512
400	0.5	0.28	6249	0	993751
400	0.5	0.27	3199	0	996801
400	0.5	0.26	1556	0	998444
400	0.5	0.25	695	0	999305
400	0.5	0.24	322	0	999678
400	0.5	0.23	117	0	999883
400	0.5	0.22	29	0	999971
400	0.5	0.21	14	0	999986
400	0.5	0.2	5	0	999995
400	0.5	0.19	2	0	999998
400	0.5	0.18	0	0	1000000
400	0.5	0.17	0	0	1000000
400	0.5	0.16	1	0	999999
400	0.5	0.15	0	0	1000000
400	0.5	0.14	0	0	1000000
400	0.5	0.13	0	0	1000000
400	0.5	0.12	0	0	1000000
400	0.5	0.11	0	0	1000000
400	0.5	0.1	0	0	1000000
400	0.5	0.09	0	0	1000000
400	0.5	0.08	0	0	1000000
400	0.5	0.07	0	0	1000000
400	0.5	0.06	0	0	1000000
400	0.5	0.05	0	0	1000000
400	0.5	0.04	0	0	1000000
400	0.5	0.03	0	0	1000000
400	0.5	0.02	0	0	1000000
400	0.5	0.01	0	0	1000000
440	0.03	0.03	976155	11982	11863
440	0.03	0.02	947712	1574	50714
440	0.03	0.01	802539	55	197406
440	0.04	0.04	972414	13811	13775
440	0.04	0.03	950007	2493	47500
440	0.04	0.02	851179	261	148560
440	0.04	0.01	593403	4	406593
440	0.05	0.05	969858	15041	15101
440	0.05	0.04	950066	3561	46373
440	0.05	0.03	871709	528	127763
440	0.05	0.02	694526	38	305436
440	0.05	0.01	379782	0	620218
440	0.06	0.06	968815	15453	15732
440	0.06	0.05	951106	4445	44449
440	0.06	0.04	886723	821	112456
440	0.06	0.03	745943	108	253949
440	0.06	0.02	509153	5	490842
440	0.06	0.01	212984	0	787016
440	0.07	0.07	967483	16192	16325
440	0.07	0.06	952644	5064	42292
440	0.07	0.05	897844	1245	100911
440	0.07	0.04	782093	208	217699
440	0.07	0.03	588659	12	411329
440	0.07	0.02	335647	2	664351
440	0.07	0.01	105296	0	894704
440	0.08	0.08	966215	16990	16795
440	0.08	0.07	953054	5723	41223
440	0.08	0.06	905409	1498	93093
440	0.08	0.05	807433	319	192248
440	0.08	0.04	646859	38	353103
440	0.08	0.03	427134	5	572861
440	0.08	0.02	200553	0	799447
440	0.08	0.01	46789	0	953211
440	0.09	0.09	965535	17210	17255
440	0.09	0.08	953214	6326	40460
440	0.09	0.07	910131	1996	87873
440	0.09	0.06	825797	437	173766
440	0.09	0.05	687315	84	312601
440	0.09	0.04	497299	12	502689
440	0.09	0.03	284942	2	715056
440	0.09	0.02	108827	0	891173
440	0.09	0.01	18841	0	981159
440	0.1	0.1	964386	17745	17869
440	0.1	0.09	953646	6899	39455
440	0.1	0.08	914317	2268	83415
440	0.1	0.07	838853	579	160568
440	0.1	0.06	717692	136	282172
440	0.1	0.05	549923	11	450066
440	0.1	0.04	355494	1	644505
440	0.1	0.03	175387	0	824613
440	0.1	0.02	55418	0	944582
440	0.1	0.01	6986	0	993014
440	0.11	0.11	964218	17868	17914
440	0.11	0.1	953571	7191	39238
440	0.11	0.09	918062	2565	79373
440	0.11	0.08	850528	754	148718
440	0.11	0.07	740935	181	258884
440	0.11	0.06	591123	32	408845
440	0.11	0.05	411970	4	588026
440	0.11	0.04	236489	0	763511
440	0.11	0.03	100216	0	899784
440	0.11	0.02	25444	0	974556
440	0.11	0.01	2428	0	997572
440	0.12	0.12	963568	18231	18201
440	0.12	0.11	953400	7867	38733
440	0.12	0.1	920210	2869	76921
440	0.12	0.09	857976	895	141129
440	0.12	0.08	760203	263	239534
440	0.12	0.07	623211	40	376749
440	0.12	0.06	458505	7	541488
440	0.12	0.05	288549	0	711451
440	0.12	0.04	145648	0	854352
440	0.12	0.03	52389	0	947611
440	0.12	0.02	10972	0	989028
440	0.12	0.01	749	0	999251
440	0.13	0.13	963212	18436	18352
440	0.13	0.12	953998	8068	37934
440	0.13	0.11	923199	3152	73649
440	0.13	0.1	865602	1033	133365
440	0.13	0.09	775447	274	224279
440	0.13	0.08	649800	79	350121
440	0.13	0.07	497647	13	502340
440	0.13	0.06	334895	3	665102
440	0.13	0.05	189642	1	810357
440	0.13	0.04	83091	0	916909
440	0.13	0.03	25891	0	974109
440	0.13	0.02	4296	0	995704
440	0.13	0.01	234	0	999766
440	0.14	0.14	963457	18230	18313
440	0.14	0.13	954256	8376	37368
440	0.14	0.12	925300	3365	71335
440	0.14	0.11	872064	1113	126823
440	0.14	0.1	787962	355	211683
440	0.14	0.09	671973	90	327937
440	0.14	0.08	529366	24	470610
440	0.14	0.07	375280	4	624716
440	0.14	0.06	229894	0	770106
440	0.14	0.05	115627	0	884373
440	0.14	0.04	44544	0	955456
440	0.14	0.03	11794	0	988206
440	0.14	0.02	1612	0	998388
440	0.14	0.01	68	0	999932
440	0.15	0.15	963103	18363	18534
440	0.15	0.14	955231	8400	36369
440	0.15	0.13	927632	3504	68864
440	0.15	0.12	877662	1267	121071
440	0.15	0.11	799204	432	200364
440	0.15	0.1	691451	109	308440
440	0.15	0.09	557112	25	442863
440	0.15	0.08	410390	8	589602
440	0.15	0.07	267531	0	732469
440	0.15	0.06	148439	0	851561
440	0.15	0.05	67171	0	932829
440	0.15	0.04	22775	0	977225
440	0.15	0.03	5017	0	994983
440	0.15	0.02	609	0	999391
440	0.15	0.01	15	0	999985
440	0.16	0.16	963257	18378	18365
440	0.16	0.15	955415	8730	35855
440	0.16	0.14	930564	3689	65747
440	0.16	0.13	883639	1470	114891
440	0.16	0.12	810892	488	188620
440	0.16	0.11	710440	139	289421
440	0.16	0.1	583801	39	416160
440	0.16	0.09	442754	8	557238
440	0.16	0.08	301796	0	698204
440	0.16	0.07	180355	0	819645
440	0.16	0.06	90797	0	909203
440	0.16	0.05	36639	0	963361
440	0.16	0.04	10670	0	989330
440	0.16	0.03	2019	0	997981
440	0.16	0.02	182	0	999818
440	0.16	0.01	6	0	999994
440	0.17	0.17	962909	18740	18351
440	0.17	0.16	955667	8921	35412
440	0.17	0.15	931519	4005	64476
440	0.17	0.14	887529	1628	110843
440	0.17	0.13	820049	586	179365
440	0.17	0.12	725840	177	273983
440	0.17	0.11	607222	48	392730
440	0.17	0.1	471718	12	528270
440	0.17	0.09	333931	2	666067
440	0.17	0.08	210791	1	789208
440	0.17	0.07	115121	0	884879
440	0.17	0.06	52300	0	947700
440	0.17	0.05	18844	0	981156
440	0.17	0.04	4860	0	995140
440	0.17	0.03	824	0	999176
440	0.17	0.02	59	0	999941
440	0.17	0.01	1	0	999999
440	0.18	0.18	962795	18445	18760
440	0.18	0.17	956339	8996	34665
440	0.18	0.16	933215	4110	62675
440	0.18	0.15	891721	1652	106627
440	0.18	0.14	827760	575	171665
440	0.18	0.13	740045	176	259779
440	0.18	0.12	628282	66	371652
440	0.18	0.11	498888	13	501099
440	0.18	0.1	364375	3	635622
440	0.18	0.09	240786	1	759213
440	0.18	0.08	139954	0	860046
440	0.18	0.07	69424	0	930576
440	0.18	0.06	28480	0	971520
440	0.18	0.05	8751	0	991249
440	0.18	0.04	2013	0	997987
440	0.18	0.03	282	0	999718
440	0.18	0.02	16	0	999984
440	0.18	0.01	0	0	1000000
440	0.19	0.19	962158	18959	18883
440	0.19	0.18	955746	9285	34969
440	0.19	0.17	933728	4354	61918
440	0.19	0.16	894060	1803	104137
440	0.19	0.15	834302	698	165000
440	0.19	0.14	750368	228	249404
440	0.19	0.13	645202	64	354734
440	0.19	0.12	522243	17	477740
440	0.19	0.11	392579	6	607415
440	0.19	0.1	267117	2	732881
440	0.19	0.09	164300	0	835700
440	0.19	0.08	87296	0	912704
440	0.19	0.07	39720	0	960280
440	0.19	0.06	14747	0	985253
440	0.19	0.05	4197	0	995803
440	0.19	0.04	750	0	999250
440	0.19	0.03	99	0	999901
440	0.19	0.02	5	0	999995
440	0.19	0.01	0	0	1000000
440	0.2	0.2	961873	19222	18905
440	0.2	0.19	955776	9517	34707
440	0.2	0.18	934625	4547	60828
440	0.2	0.17	896577	1929	101494
440	0.2	0.16	839090	777	160133
440	0.2	0.15	760062	271	239667
440	0.2	0.14	659612	92	340296
440	0.2	0.13	543069	29	456902
440	0.2	0.12	416687	7	583306
440	0.2	0.11	295985	4	704011
440	0.2	0.1	189473	0	810527
440	0.2	0.09	107014	0	892986
440	0.2	0.08	52540	0	947460
440	0.2	0.07	21841	0	978159
440	0.2	0.06	7288	0	992712
440	0.2	0.05	1854	0	998146
440	0.2	0.04	307	0	999693
440	0.2	0.03	32	0	999968
440	0.2	0.02	1	0	999999
440	0.2	0.01	0	0	1000000
440	0.21	0.21	961510	19372	19118
440	0.21	0.2	955529	9761	34710
440	0.21	0.19	935019	4726	60255
440	0.21	0.18	898930	2101	98969
440	0.21	0.17	843322	821	155857
440	0.21	0.16	767417	297	232286
440	0.21	0.15	672479	103	327418
440	0.21	0.14	560442	26	439532
440	0.21	0.13	438248	15	561737
440	0.21	0.12	319490	1	680509
440	0.21	0.11	212482	0	787518
440	0.21	0.1	126903	0	873097
440	0.21	0.09	66258	0	933742
440	0.21	0.08	30009	0	969991
440	0.21	0.07	11185	0	988815
440	0.21	0.06	3450	0	996550
440	0.21	0.05	765	0	999235
440	0.21	0.04	103	0	999897
440	0.21	0.03	11	0	999989
440	0.21	0.02	0	0	1000000
440	0.21	0.01	0	0	1000000
440	0.22	0.22	961551	19204	19245
440	0.22	0.21	955227	10028	34745
440	0.22	0.2	935517	4702	59781
440	0.22	0.19	900680	2142	97178
440	0.22	0.18	847360	846	151794
440	0.22	0.17	774631	310	225059
440	0.22	0.16	682314	111	317575
440	0.22	0.15	573286	26	426688
440	0.22	0.14	456830	12	543158
440	0.22	0.13	340286	1	659713
440	0.22	0.12	232985	1	767014
440	0.22	0.11	145649	0	854351
440	0.22	0.1	81124	0	918876
440	0.22	0.09	39326	0	960674
440	0.22	0.08	16151	0	983849
440	0.22	0.07	5404	0	994596
440	0.22	0.06	1439	0	998561
440	0.22	0.05	284	0	999716
440	0.22	0.04	34	0	999966
440	0.22	0.03	1	0	999999
440	0.22	0.02	0	0	1000000
440	0.22	0.01	0	0	1000000
440	0.23	0.23	961595	19219	19186
440	0.23	0.22	955247	10204	34549
440	0.23	0.21	936346	4831	58823
440	0.23	0.2	902083	2277	95640
440	0.23	0.19	850547	979	148474
440	0.23	0.18	780133	377	219490
440	0.23	0.17	692489	133	307378
440	0.23	0.16	587994	46	411960
440	0.23	0.15	473822	13	526165
440	0.23	0.14	359558	3	640439
440	0.23	0.13	252291	0	747709
440	0.23	0.12	163466	0	836534
440	0.23	0.11	95206	0	904794
440	0.23	0.1	49690	0	950310
440	0.23	0.09	22034	0	977966
440	0.23	0.08	8320	0	991680
440	0.23	0.07	2454	0	997546
440	0.23	0.06	632	0	999368
440	0.23	0.05	100	0	999900
440	0.23	0.04	12	0	999988
440	0.23	0.03	0	0	1000000
440	0.23	0.02	0	0	1000000
440	0.23	0.01	0	0	1000000
440	0.24	0.24	961048	19636	19316
440	0.24	0.23	955398	10442	34160
440	0.24	0.22	937121	5310	57569
440	0.24	0.21	903653	2490	93857
440	0.24	0.2	854425	1043	144532
440	0.24	0.19	787001	413	212586
440	0.24	0.18	701311	157	298532
440	0.24	0.17	600294	45	399661
440	0.24	0.16	488908	21	511071
440	0.24	0.15	376650	1	623349
440	0.24	0.14	271184	3	728813
440	0.24	0.13	179843	1	820156
440	0.24	0.12	109212	0	890788
440	0.24	0.11	59661	0	940339
440	0.24	0.1	28565	0	971435
440	0.24	0.09	11884	0	988116
440	0.24	0.08	4268	0	995732
440	0.24	0.07	1174	0	998826
440	0.24	0.06	260	0	999740
440	0.24	0.05	43	0	999957
440	0.24	0.04	6	0	999994
440	0.24	0.03	0	0	1000000
440	0.24	0.02	0	0	1000000
440	0.24	0.01	0	0	1000000
440	0.25	0.25	961146	19486	19368
440	0.25	0.24	955363	10485	34152
440	0.25	0.23	937288	5331	57381
440	0.25	0.22	905392	2547	92061
440	0.25	0.21	856984	1108	141908
440	0.25	0.2	791938	471	207591
440	0.25	0.19	708899	182	290919
440	0.25	0.18	611884	66	388050
440	0.25	0.17	503505	13	496482
440	0.25	0.16	392764	8	607228
440	0.25	0.15	288666	1	711333
440	0.25	0.14	195640	0	804360
440	0.25	0.13	123068	0	876932
440	0.25	0.12	70201	0	929799
440	0.25	0.11	35500	0	964500
440	0.25	0.1	16035	0	983965
440	0.25	0.09	6118	0	993882
440	0.25	0.08	2059	0	997941
440	0.25	0.07	535	0	999465
440	0.25	0.06	95	0	999905
440	0.25	0.05	17	0	999983
440	0.25	0.04	2	0	999998
440	0.25	0.03	0	0	1000000
440	0.25	0.02	0	0	1000000
440	0.25	0.01	0	0	1000000
440	0.26	0.26	961204	19476	19320
440	0.26	0.25	955739	10560	33701
440	0.26	0.24	937861	5385	56754
440	0.26	0.23	907109	2591	90300
440	0.26	0.22	860441	1139	138420
440	0.26	0.21	796711	459	202830
440	0.26	0.2	717020	183	282797
440	0.26	0.19	621170	68	378762
440	0.26	0.18	516281	17	483702
440	0.26	0.17	407517	3	592480
440	0.26	0.16	304050	2	695948
440	0.26	0.15	210870	0	789130
440	0.26	0.14	136373	0	863627
440	0.26	0.13	80174	0	919826
440	0.26	0.12	43128	0	956872
440	0.26	0.11	20240	0	979760
440	0.26	0.1	8378	0	991622
440	0.26	0.09	2995	0	997005
440	0.26	0.08	870	0	999130
440	0.26	0.07	202	0	999798
440	0.26	0.06	37	0	999963
440	0.26	0.05	8	0	999992
440	0.26	0.04	0	0	1000000
440	0.26	0.03	0	0	1000000
440	0.26	0.02	0	0	1000000
440	0.26	0.01	0	0	1000000
440	0.27	0.27	961176	19314	19510
440	0.27	0.26	955805	10440	33755
440	0.27	0.25	938412	5555	56033
440	0.27	0.24	908161	2652	89187
440	0.27	0.23	862938	1178	135884
440	0.27	0.22	801171	495	198334
440	0.27	0.21	723090	217	276693
440	0.27	0.2	631332	69	368599
440	0.27	0.19	528270	17	471713
440	0.27	0.18	421078	5	578917
440	0.27	0.17	317426	1	682573
440	0.27	0.16	224955	0	775045
440	0.27	0.15	147764	0	852236
440	0.27	0.14	90331	0	909669
440	0.27	0.13	49435	0	950565
440	0.27	0.12	24771	0	975229
440	0.27	0.11	10803	0	989197
440	0.27	0.1	4224	0	995776
440	0.27	0.09	1326	0	998674
440	0.27	0.08	377	0	999623
440	0.27	0.07	66	0	999934
440	0.27	0.06	16	0	999984
440	0.27	0.05	0	0	1000000
440	0.27	0.04	0	0	1000000
440	0.27	0.03	0	0	1000000
440	0.27	0.02	0	0	1000000
440	0.27	0.01	0	0	1000000
440	0.28	0.28	961066	19373	19561
440	0.28	0.27	955699	10776	33525
440	0.28	0.26	939282	5345	55373
440	0.28	0.25	909163	2755	88082
440	0.28	0.24	865424	1253	133323
440	0.28	0.23	805476	526	193998
440	0.28	0.22	729908	202	269890
440	0.28	0.21	639701	71	360228
440	0.28	0.2	539438	26	460536
440	0.28	0.19	434838	3	565159
440	0.28	0.18	332873	0	667127
440	0.28	0.17	239413	1	760586
440	0.28	0.16	160363	0	839637
440	0.28	0.15	100066	0	899934
440	0.28	0.14	57462	0	942538
440	0.28	0.13	29643	0	970357
440	0.28	0.12	13908	0	986092
440	0.28	0.11	5647	0	994353
440	0.28	0.1	2039	0	997961
440	0.28	0.09	597	0	999403
440	0.28	0.08	155	0	999845
440	0.28	0.07	32	0	999968
440	0.28	0.06	7	0	999993
440	0.28	0.05	1	0	999999
440	0.28	0.04	0	0	1000000
440	0.28	0.03	0	0	1000000
440	0.28	0.02	0	0	1000000
440	0.28	0.01	0	0	1000000
440	0.29	0.29	960295	19766	19939
440	0.29	0.28	955565	10736	33699
440	0.29	0.27	938686	5776	55538
440	0.29	0.26	910686	2812	86502
440	0.29	0.25	867545	1310	131145
440	0.29	0.24	810115	589	189296
440	0.29	0.23	735849	245	263906
440	0.29	0.22	647865	89	352046
440	0.29	0.21	551043	34	448923
440	0.29	0.2	447784	10	552206
440	0.29	0.19	345656	3	654341
440	0.29	0.18	251764	2	748234
440	0.29	0.17	173299	0	826701
440	0.29	0.16	110399	0	889601
440	0.29	0.15	65270	0	934730
440	0.29	0.14	34809	0	965191
440	0.29	0.13	17010	0	982990
440	0.29	0.12	7379	0	992621
440	0.29	0.11	2908	0	997092
440	0.29	0.1	969	0	999031
440	0.29	0.09	254	0	999746
440	0.29	0.08	63	0	999937
440	0.29	0.07	9	0	999991
440	0.29	0.06	2	0	999998
440	0.29	0.05	0	0	1000000
440	0.29	0.04	0	0	1000000
440	0.29	0.03	0	0	1000000
440	0.29	0.02	0	0	1000000
440	0.29	0.01	0	0	1000000
440	0.3	0.3	960445	19664	19891
440	0.3	0.29	955562	11079	33359
440	0.3	0.28	939055	5914	55031
440	0.3	0.27	910729	2869	86402
440	0.3	0.26	869807	1345	128848
440	0.3	0.25	812712	596	186692
440	0.3	0.24	741303	277	258420
440	0.3	0.23	656289	88	343623
440	0.3	0.22	559942	30	440028
440	0.3	0.21	458740	8	541252
440	0.3	0.2	358038	5	641957
440	0.3	0.19	264457	0	735543
440	0.3	0.18	184633	0	815367
440	0.3	0.17	120217	0	879783
440	0.3	0.16	72704	0	927296
440	0.3	0.15	40454	0	959546
440	0.3	0.14	20408	0	979592
440	0.3	0.13	9453	0	990547
440	0.3	0.12	3887	0	996113
440	0.3	0.11	1322	0	998678
440	0.3	0.1	418	0	999582
440	0.3	0.09	105	0	999895
440	0.3	0.08	21	0	999979
440	0.3	0.07	3	0	999997
440	0.3	0.06	1	0	999999
440	0.3	0.05	0	0	1000000
440	0.3	0.04	0	0	1000000
440	0.3	0.03	0	0	1000000
440	0.3	0.02	0	0	1000000
440	0.3	0.01	0	0	1000000
440	0.31	0.31	960429	19889	19682
440	0.31	0.3	955416	11227	33357
440	0.31	0.29	938993	5923	55084
440	0.31	0.28	911599	3013	85388
440	0.31	0.27	870084	1437	128479
440	0.31	0.26	815203	644	184153
440	0.31	0.25	745592	262	254146
440	0.31	0.24	661736	113	338151
440	0.31	0.23	568807	40	431153
440	0.31	0.22	468483	16	531501
440	0.31	0.21	369554	2	630444
440	0.31	0.2	276940	3	723057
440	0.31	0.19	196061	0	803939
440	0.31	0.18	129817	0	870183
440	0.31	0.17	79653	0	920347
440	0.31	0.16	45501	0	954499
440	0.31	0.15	24335	0	975665
440	0.31	0.14	11553	0	988447
440	0.31	0.13	4951	0	995049
440	0.31	0.12	1862	0	998138
440	0.31	0.11	599	0	999401
440	0.31	0.1	182	0	999818
440	0.31	0.09	34	0	999966
440	0.31	0.08	5	0	999995
440	0.31	0.07	1	0	999999
440	0.31	0.06	0	0	1000000
440	0.31	0.05	0	0	1000000
440	0.31	0.04	0	0	1000000
440	0.31	0.03	0	0	1000000
440	0.31	0.02	0	0	1000000
440	0.31	0.01	0	0	1000000
440	0.32	0.32	960717	19747	19536
440	0.32	0.31	955409	11384	33207
440	0.32	0.3	939933	6005	54062
440	0.32	0.29	912293	3032	84675
440	0.32	0.28	873098	1457	125445
440	0.32	0.27	818217	681	181102
440	0.32	0.26	749674	261	250065
440	0.32	0.25	668418	107	331475
440	0.32	0.24	576531	42	423427
440	0.32	0.23	478989	14	520997
440	0.32	0.22	381147	4	618849
440	0.32	0.21	289141	3	710856
440	0.32	0.2	206778	0	793222
440	0.32	0.19	140113	0	859887
440	0.32	0.18	87881	0	912119
440	0.32	0.17	51531	0	948469
440	0.32	0.16	27981	0	972019
440	0.32	0.15	13824	0	986176
440	0.32	0.14	6294	0	993706
440	0.32	0.13	2491	0	997509
440	0.32	0.12	902	0	999098
440	0.32	0.11	270	0	999730
440	0.32	0.1	73	0	999927
440	0.32	0.09	9	0	999991
440	0.32	0.08	3	0	999997
440	0.32	0.07	0	0	1000000
440	0.32	0.06	0	0	1000000
440	0.32	0.05	0	0	1000000
440	0.32	0.04	0	0	1000000
440	0.32	0.03	0	0	1000000
440	0.32	0.02	0	0	1000000
440	0.32	0.01	0	0	1000000
440	0.33	0.33	960833	19504	19663
440	0.33	0.32	955694	11091	33215
440	0.33	0.31	940394	6009	53597
440	0.33	0.3	913454	3141	83405
440	0.33	0.29	873390	1572	125038
440	0.33	0.28	820574	660	178766
440	0.33	0.27	753062	302	246636
440	0.33	0.26	672297	127	327576
440	0.33	0.25	581643	50	418307
440	0.33	0.24	486065	12	513923
440	0.33	0.23	389423	8	610569
440	0.33	0.22	298041	2	701957
440	0.33	0.21	216528	0	783472
440	0.33	0.2	147931	0	852069
440	0.33	0.19	95230	0	904770
440	0.33	0.18	57139	0	942861
440	0.33	0.17	31521	0	968479
440	0.33	0.16	15995	0	984005
440	0.33	0.15	7621	0	992379
440	0.33	0.14	3141	0	996859
440	0.33	0.13	1136	0	998864
440	0.33	0.12	380	0	999620
440	0.33	0.11	109	0	999891
440	0.33	0.1	23	0	999977
440	0.33	0.09	2	0	999998
440	0.33	0.08	1	0	999999
440	0.33	0.07	0	0	1000000
440	0.33	0.06	0	0	1000000
440	0.33	0.05	0	0	1000000
440	0.33	0.04	0	0	1000000
440	0.33	0.03	0	0	1000000
440	0.33	0.02	0	0	1000000
440	0.33	0.01	0	0	1000000
440	0.34	0.34	960192	19771	20037
440	0.34	0.33	955616	11268	33116
440	0.34	0.32	941020	6070	52910
440	0.34	0.31	914035	3176	82789
440	0.34	0.3	875902	1557	122541
440	0.34	0.29	823487	659	175854
440	0.34	0.28	757021	309	242670
440	0.34	0.27	678377	135	321488
440	0.34	0.26	589424	55	410521
440	0.34	0.25	494181	20	505799
440	0.34	0.24	398508	3	601489
440	0.34	0.23	306772	0	693228
440	0.34	0.22	225653	1	774346
440	0.34	0.21	157087	0	842913
440	0.34	0.2	102497	0	897503
440	0.34	0.19	63038	0	936962
440	0.34	0.18	35477	0	964523
440	0.34	0.17	18708	0	981292
440	0.34	0.16	8964	0	991036
440	0.34	0.15	3924	0	996076
440	0.34	0.14	1598	0	998402
440	0.34	0.13	538	0	999462
440	0.34	0.12	171	0	999829
440	0.34	0.11	31	0	999969
440	0.34	0.1	10	0	999990
440	0.34	0.09	4	0	999996
440	0.34	0.08	1	0	999999
440	0.34	0.07	0	0	1000000
440	0.34	0.06	0	0	1000000
440	0.34	0.05	0	0	1000000
440	0.34	0.04	0	0	1000000
440	0.34	0.03	0	0	1000000
440	0.34	0.02	0	0	1000000
440	0.34	0.01	0	0	1000000
440	0.35	0.35	960177	19801	20022
440	0.35	0.34	955221	11472	33307
440	0.35	0.33	940716	6155	53129
440	0.35	0.32	914722	3256	82022
440	0.35	0.31	876486	1604	121910
440	0.35	0.3	825454	734	173812
440	0.35	0.29	761599	313	238088
440	0.35	0.28	683610	121	316269
440	0.35	0.27	595637	56	404307
440	0.35	0.26	502432	18	497550
440	0.35	0.25	406324	7	593669
440	0.35	0.24	315629	3	684368
440	0.35	0.23	234084	3	765913
440	0.35	0.22	164873	0	835127
440	0.35	0.21	109457	0	890543
440	0.35	0.2	67910	0	932090
440	0.35	0.19	39498	0	960502
440	0.35	0.18	21297	0	978703
440	0.35	0.17	10725	0	989275
440	0.35	0.16	4850	0	995150
440	0.35	0.15	2038	0	997962
440	0.35	0.14	726	0	999274
440	0.35	0.13	237	0	999763
440	0.35	0.12	88	0	999912
440	0.35	0.11	19	0	999981
440	0.35	0.1	0	0	1000000
440	0.35	0.09	0	0	1000000
440	0.35	0.08	0	0	1000000
440	0.35	0.07	0	0	1000000
440	0.35	0.06	0	0	1000000
440	0.35	0.05	0	0	1000000
440	0.35	0.04	0	0	1000000
